17074207-7709-4349-9462-d697dc78a566;Canon Pro Camera 14;multimedia;amazon;https://www.amazon.com/dp/17074207-7709-4349-9462-d697dc78a566
27074207-7709-4349-9462-d697dc78a566;Camera delux 16;multimedia;ebay;https://www.ebay.de/b/27074207-7709-4349-9462-d697dc78a566
37074207-7709-4349-9462-d697dc78a566;IPhone 6;mobile;saturn;https://www.saturn.de/de/product/37074207-7709-4349-9462-d697dc78a566
47074207-7709-4349-9462-d697dc78a566;iPhone 10;mobile;saturn;https://www.saturn.de/de/product/47074207-7709-4349-9462-d697dc78a566
57074207-7709-4349-9462-d697dc78a566;IPHONE 10;mobile;ebay;https://www.ebay.de/b/57074207-7709-4349-9462-d697dc78a566
67074207-7709-4349-9462-d697dc78a566;Samsung Super plus 50;tv;saturn;https://www.saturn.de/de/product/67074207-7709-4349-9462-d697dc78a566
77074207-7709-4349-9462-d697dc78a566;SAMSUNG plus 22;tv;ebay;https://www.ebay.de/b/77074207-7709-4349-9462-d697dc78a566
87074207-7709-4349-9462-d697dc78a566;Philips mate 36;tv;saturn;https://www.saturn.de/de/product/87074207-7709-4349-9462-d697dc78a566
97074207-7709-4349-9462-d697dc78a566;Philips mate 26;tv;ebay;https://www.ebay.de/b/97074207-7709-4349-9462-d697dc78a566
10074207-7709-4349-9462-d697dc78a566;Macbook pro 15;laptop;ebay;https://www.ebay.de/b/10074207-7709-4349-9462-d697dc78a566
11074207-7709-4349-9462-d697dc78a566;Apple Macbook pro 13;laptop;ebay;https://www.ebay.de/b/11074207-7709-4349-9462-d697dc78a566
12074207-7709-4349-9462-d697dc78a566;Acer joga 14;laptop;ebay;https://www.ebay.de/b/12074207-7709-4349-9462-d697dc78a566
13074207-7709-4349-9462-d697dc78a566;Acer carbon 16;laptop;ebay;https://www.ebay.de/b/13074207-7709-4349-9462-d697dc78a566
14074207-7709-4349-9462-d697dc78a566;IMac;desktop;amazon;https://www.amazon.com/dp/14074207-7709-4349-9462-d697dc78a566
